164.1,-131.1,-69,54.8
164,-130.7,-68.2,55.7
164.2,-130.6,-67.7,54.9
163.9,-130.5,-67.5,57
164,-130.2,-67.1,56.2
164.1,-130,-66.9,55.6
164.2,-129.8,-66.8,56
164.5,-129.9,-66.8,55.9
164.7,-129.7,-66.9,57.6
164.8,-129.8,-66.9,54.9
164.8,-129.8,-66.9,54.7
164.9,-129.8,-66.9,54.5
165,-129.9,-66.8,52.9
165,-129.9,-66.9,50.7
164.9,-130,-66.6,49
165,-130,-66.4,48.7
165.3,-130.1,-66.3,48.9
165.2,-130.1,-66.4,49.2
165.2,-130.2,-66.6,49.8
165.1,-130.3,-66.7,49.9
165.1,-130.3,-66.7,50.2
164.9,-130.3,-66.6,51.7
164.6,-130.4,-66.4,52.6
164.5,-130.4,-66.4,53.3
164.4,-130.4,-66.5,55.2
164.3,-130.4,-66.7,55.4
164.2,-130.5,-67,57.3
164.1,-130.5,-67.2,58.6
164.4,-130.2,-67.3,60.7
164.5,-130.1,-67.3,62.2
164.8,-130.1,-67.3,62.9
165,-130.3,-67.4,65.1
165.3,-130.3,-67.1,63.1
165.5,-130.4,-67.1,60.4
165.8,-130.8,-67.1,57.6
165.9,-131.1,-67.1,55.5
165.8,-131.2,-66.9,52.6
165.8,-131.1,-66.8,50
165.7,-131.1,-66.8,49.9
165.7,-131,-66.8,49.9
165.7,-131.1,-66.7,50.1
165.7,-131.1,-66.7,49.8
165.6,-131.1,-66.9,50.1
165.6,-131,-67,50
165.5,-131,-67,50.3
165.5,-131.2,-67.1,50.6
165.4,-131.2,-67.1,50.3
165.4,-131,-67,50.5
165.4,-131,-66.9,50.5
165,-131.1,-67.2,51.6
164.7,-131.2,-67.9,51.5
164.7,-131,-68.3,51.4
164.6,-130.8,-68.4,51.3
164.6,-130.9,-68.4,51.5
164.5,-130.6,-68.5,53
164.5,-130.6,-68.5,53
164.5,-130.6,-68.5,53
165.2,-130.4,-67.3,51.1
165.1,-130.6,-67.5,51.3
165.1,-130.7,-67.7,51.1
165.3,-130.8,-67.8,51.3
165.3,-131,-68,52.1
165.3,-131.1,-67.8,52.3
165.3,-131,-67.8,52.5
165.5,-130.8,-67.7,52.3
165.6,-130.6,-67.5,51.9
165.5,-130.8,-67.3,49.9
165.5,-130.6,-67.2,49.4
165.5,-130.8,-67.2,48.9
165.4,-130.9,-67,48.8
165.1,-131.1,-66.9,48.6
164.9,-131.2,-66.8,49.1
164.9,-131,-66.6,49.5
164.8,-131.1,-66.4,49.7
164.6,-131,-66.3,50
164.8,-130.8,-66.4,50.1
164.5,-130.8,-67,50.4
164.4,-130.8,-67.6,50.4
164.4,-130.8,-68,50.5
164.4,-130.7,-68,50.8
164.4,-131,-68.6,50.8
164.4,-131,-68.7,51.3
164.6,-131.1,-68.3,52.6
164.4,-131.2,-68,54.1
164.3,-131.4,-67.8,57.1
164.5,-131.5,-67.8,59.7
164.4,-131.2,-67.5,59.7
164.4,-131.3,-67.3,62.1
164.4,-130.9,-67.3,62.6
164.6,-130.7,-67.3,62.9
164.8,-130.6,-67,62
164.6,-130.4,-67.1,61.9
164.7,-130.4,-67.1,63.7
164.7,-130.2,-67.4,62.9
164.8,-130.6,-67.4,62
165,-130.7,-67.6,62.1
165.1,-130.6,-68,59.9
165.1,-130.7,-68.2,57.1
165.1,-131,-68.2,54.7
165.3,-131,-68.3,53.2
165.2,-130.8,-68.2,51
165.3,-131,-68,52.8
165.1,-130.7,-68.3,53.2
165.1,-130.4,-68.6,52
165.1,-130.4,-68.9,52.4
165.1,-130.1,-69.2,52.7
165,-130.1,-69.2,53.2
164.8,-130.1,-69.2,52.2
165,-130.2,-68.7,53.4
165.1,-130.3,-68.2,54.2
165.1,-130.2,-67.8,53.3
164.9,-130.3,-67.6,54.6
165.1,-130.1,-67.7,54.1
165.1,-130.3,-67.9,53.6
165.1,-130.4,-68,51.7
165.1,-130.5,-68.2,49.8
164.9,-130.7,-68.3,49.9
164.9,-130.8,-68.2,49.8
164.8,-131,-68,49.6
164.5,-130.8,-67.9,49.2
164.5,-130.7,-67.7,49.8
164.5,-130.5,-67.5,49.9
164.7,-130.4,-67.4,50.1
164.7,-130.2,-67.2,50.2
164.7,-130,-67.1,50.4
165.2,-129.9,-66.9,50.5
165.2,-129.7,-66.9,50.3
165,-129.6,-66.8,50.4
164.9,-129.4,-67,50.9
164.8,-129.6,-67.1,49.2
165.2,-129.6,-67.1,50
164.6,-129.9,-67.1,50.3
164.5,-130.5,-67.3,51.5
164.6,-130.7,-67.9,51.2
164.5,-130.6,-68,52.4
164.1,-130.7,-68,53.7
164.5,-130.6,-68.1,54.3
164.5,-130.4,-68.2,56.4
164.5,-130.3,-67.9,59
164.5,-130.1,-67.4,61.8
164.5,-130.1,-67.1,63.5
164.4,-129.9,-67,63.5
164.2,-130,-66.8,64.7
164.3,-130.2,-66.7,63.9
164.3,-130.6,-66.5,63.6
164.3,-131.1,-66.7,62.1
164.3,-131.5,-66.8,59.3
164.4,-131.6,-66.9,57.3
164.6,-131.8,-67.2,55.4
164.8,-131.9,-67.3,53.4
164.8,-131.8,-67.5,51
164.8,-131.3,-67.3,49.7
164.8,-130.8,-67.3,49.5
164.8,-130.9,-67.5,49.1
164.7,-130.9,-68.4,53.1
164.4,-130.5,-69,53.1
164.2,-130.4,-69.8,53.4
164.1,-130.7,-70.3,53.6
164.2,-131.1,-70.6,54.1
164.1,-131.1,-70.9,51.7
164.2,-130.9,-70.1,51.4
164.5,-131,-69.7,53
164.7,-130.9,-68.9,53.6
164.9,-130.7,-68.3,53.6
164.7,-130.6,-68,52.9
164.9,-130.4,-67.8,51.6
165.1,-130.6,-68,51.3
165.2,-130.7,-68.2,49.3
165.4,-130.9,-68.2,48.9
165.3,-131,-68.3,50.2
165.3,-131.1,-68.3,50.4
165.3,-131.3,-68.1,50.6
165.2,-131.1,-67.9,52.1
165,-131,-67.8,53.7
165.2,-130.8,-67.8,53.1
165.1,-130.6,-67.6,51.6
165.2,-130.5,-67.5,52.1
165.2,-130.3,-67.3,52.2
165.2,-130.2,-67.2,50.7
165.2,-130,-67.1,49.4
164.9,-129.9,-67.2,49.5
164.9,-129.7,-67,49.4
164.6,-130,-67.6,49.9
164.4,-130.3,-68.1,50.2
164.3,-130.6,-68.8,50.5
164.1,-130.8,-69.2,50.5
164.1,-130.8,-69.1,51.2
