117.5,-112.8,-32.5,35.4
117.1,-113.2,-31.9,36
117.1,-112.7,-31,36.4
116.8,-112.5,-30.8,36.4
116.7,-112.4,-30.5,36.5
116.7,-112.1,-30.2,36.8
116.6,-112,-30.1,36.9
116.4,-112,-30,37.2
116.3,-112.1,-29.9,37.4
116.5,-112.1,-30,37.4
116.6,-112.2,-30.4,37
116.8,-112.3,-30.6,36.9
117.2,-112.4,-30.8,36.7
117.6,-112.6,-31,36.7
117.4,-112.8,-31.1,36.4
117.7,-112.7,-31.1,36.3
117.8,-112.8,-31.2,36.5
117.6,-112.6,-31.2,36.6
117.4,-112.6,-31.3,36.7
117.4,-112.5,-31.4,36.7
117.2,-112.3,-31.4,36.6
117.5,-112.4,-31.5,36.6
117.5,-112.2,-31.6,36.2
117.9,-111.6,-31.5,36.2
118,-111.2,-31.5,36.1
118.2,-110.8,-31.6,36.1
118.5,-111,-31.3,36.2
118.4,-110.6,-31.1,36.3
118.7,-110.5,-30.8,36.6
118.1,-110.8,-30.7,36.5
118.3,-111,-30.5,36.4
118.1,-111.5,-30.4,36.4
118.4,-111.4,-30.4,36.6
118.1,-112.1,-30.6,37
118.6,-112,-30.6,37.3
118.4,-111.9,-30.8,37.6
118.3,-111.5,-31,37.8
118.1,-111.4,-30.9,37.8
117.9,-111.2,-31,37.6
117.9,-110.9,-30.9,37.6
117.5,-111.2,-30.9,37.5
117.3,-111.5,-30.8,37.1
117,-111.9,-31.2,36.7
117.3,-111,-31.2,36.4
117.5,-110.2,-31.3,36.3
117.2,-108.9,-31.4,36
117.3,-108.1,-31.5,35.6
116.5,-107.7,-31.6,35.7
116.6,-107.5,-31,35.7
116.3,-107,-30.8,35.7
116.1,-107.7,-30.4,35.8
116.6,-107.9,-30.5,36
116.7,-108.7,-30.3,36.4
117.9,-108.9,-30.2,36.6
118.1,-108.9,-30.3,37
118.3,-109.9,-30.2,37
118.1,-111.5,-30.4,37.1
117.9,-111.8,-30.4,36.9
117.3,-112.5,-30.6,37
117.5,-112.7,-30.9,36.8
117.5,-112.4,-30.9,37.1
